X,Y,Value
127,166,0.800
128,166,-0.230
129,166,-0.230
130,166,-1.470
127,167,-0.210
128,167,-0.260
129,167,0.630
130,167,-0.160
131,167,-0.270
132,167,-0.170
133,167,-0.240
134,167,0.760
127,168,-0.280
128,168,-0.270
129,168,-0.250
130,168,-0.200
131,168,-0.170
132,168,-0.260
133,168,-0.230
134,168,-0.160
135,168,0.860
136,168,-0.360
137,168,-0.290
138,168,-0.210
139,168,-0.200
127,169,-0.240
128,169,-0.150
129,169,-0.290
130,169,-0.210
131,169,0.770
132,169,-0.110
133,169,-0.170
134,169,-0.410
135,169,-0.150
136,169,-0.140
137,169,-0.100
138,169,-0.180
139,169,-0.330
140,169,-0.370
141,169,0.800
142,169,-0.390
143,169,-0.240
126,170,-0.230
127,170,-0.250
128,170,-0.250
129,170,-0.370
130,170,-0.340
131,170,-0.250
132,170,3.600
133,170,-0.230
134,170,0.600
135,170,-0.140
136,170,-0.170
137,170,-0.230
138,170,-0.210
139,170,1.740
140,170,-0.200
141,170,1.630
142,170,-0.220
143,170,-0.260
144,170,-0.260
145,170,-0.310
146,170,2.870
147,170,-0.240
148,170,-0.300
126,171,2.720
127,171,-0.330
128,171,0.850
129,171,-0.320
130,171,-0.270
131,171,-0.160
132,171,0.780
133,171,-0.200
134,171,-0.120
135,171,-0.140
136,171,0.670
137,171,-0.380
138,171,-0.250
139,171,-0.220
140,171,-0.310
141,171,-0.320
142,171,-0.120
143,171,-0.290
144,171,-0.120
145,171,-0.180
146,171,-0.230
147,171,5.740
148,171,-0.200
149,171,0.920
150,171,-0.040
151,171,2.820
152,171,-0.340
126,172,-0.140
127,172,-0.420
128,172,-0.260
129,172,-0.290
130,172,-0.190
131,172,-0.220
132,172,-0.130
133,172,-0.320
134,172,-0.140
135,172,-0.100
136,172,-0.230
137,172,-0.210
138,172,-0.210
139,172,-0.200
140,172,-0.210
141,172,-0.310
142,172,-0.280
143,172,-0.140
144,172,-0.190
145,172,-0.180
146,172,-0.180
147,172,0.760
148,172,-0.290
149,172,-0.330
150,172,-0.160
151,172,-0.230
152,172,-0.240
153,172,-0.100
154,172,-0.170
155,172,-0.300
156,172,-0.300
157,172,-0.180
126,173,-0.160
127,173,-0.240
128,173,-0.330
129,173,2.740
130,173,-0.280
131,173,-0.230
132,173,-0.160
133,173,-0.270
134,173,1.800
135,173,-0.260
136,173,-0.500
137,173,-0.110
138,173,-0.220
139,173,-0.190
140,173,-0.280
141,173,-0.280
142,173,-0.180
143,173,-0.180
144,173,-0.380
145,173,-0.130
146,173,-0.090
147,173,-0.210
148,173,-1.080
149,173,3.740
150,173,-0.320
151,173,-0.160
152,173,9.830
153,173,-0.280
154,173,1.850
155,173,-0.390
156,173,0.790
157,173,-0.240
158,173,-0.290
159,173,-0.220
160,173,-0.210
161,173,-0.300
125,174,-0.220
126,174,-0.210
127,174,-0.290
128,174,-0.180
129,174,-0.310
130,174,0.740
131,174,-0.230
132,174,-0.340
133,174,-0.160
134,174,0.740
135,174,-0.280
136,174,-0.310
137,174,-0.350
138,174,-0.250
139,174,-0.210
140,174,-0.250
141,174,-0.310
142,174,-0.280
143,174,-0.210
144,174,-0.220
145,174,0.640
146,174,-0.250
147,174,-0.260
148,174,-0.180
149,174,-0.270
150,174,-0.160
151,174,-0.240
152,174,-0.180
153,174,-0.180
154,174,1.610
155,174,2.760
156,174,0.700
157,174,-0.390
158,174,0.750
159,174,-0.180
160,174,-0.420
161,174,-0.210
162,174,4.690
163,174,-0.120
164,174,1.790
165,174,-0.320
166,174,-0.240
125,175,-0.340
126,175,-0.370
127,175,-0.250
128,175,-0.200
129,175,0.630
130,175,1.870
131,175,-0.210
132,175,-0.300
133,175,-0.350
134,175,-0.190
135,175,-0.240
136,175,-0.410
137,175,-0.190
138,175,-0.170
139,175,-0.290
140,175,1.770
141,175,-0.290
142,175,-0.210
143,175,-0.170
144,175,-0.170
145,175,-0.260
146,175,-0.170
147,175,-0.110
148,175,-0.190
149,175,0.810
150,175,-0.270
151,175,-0.180
152,175,0.740
153,175,-0.320
154,175,0.570
155,175,1.740
156,175,0.790
157,175,-0.250
158,175,-0.190
159,175,2.640
160,175,-0.130
161,175,1.770
162,175,-0.090
163,175,0.840
164,175,-0.340
165,175,-0.330
166,175,3.620
167,175,0.630
168,175,-0.310
169,175,1.730
170,175,-0.260
171,175,0.830
125,176,-0.270
126,176,-0.330
127,176,-0.240
128,176,-0.340
129,176,0.680
130,176,3.850
131,176,-0.250
132,176,-0.180
133,176,1.670
134,176,-0.320
135,176,-0.220
136,176,-0.250
137,176,-0.260
138,176,-0.320
139,176,-0.250
140,176,-0.420
141,176,-0.170
142,176,-0.280
143,176,0.750
144,176,-0.290
145,176,0.800
146,176,-0.230
147,176,-0.270
148,176,-0.160
149,176,0.670
150,176,2.870
151,176,1.760
152,176,0.680
153,176,3.770
154,176,-0.230
155,176,-0.180
156,176,-0.300
157,176,0.670
158,176,-0.240
159,176,2.790
160,176,-0.110
161,176,5.740
162,176,1.760
163,176,-0.160
164,176,0.820
165,176,2.680
166,176,4.720
167,176,0.710
168,176,-0.300
169,176,-0.210
170,176,0.800
171,176,-0.270
172,176,-0.190
173,176,-0.260
174,176,-0.140
175,176,-0.190
125,177,-0.330
126,177,-0.180
127,177,-0.220
128,177,-0.220
129,177,-0.240
130,177,-0.240
131,177,-0.160
132,177,-0.280
133,177,-0.140
134,177,-0.140
135,177,-0.340
136,177,-0.270
137,177,-0.100
138,177,0.860
139,177,-0.390
140,177,-0.250
141,177,0.740
142,177,-0.190
143,177,-0.230
144,177,1.720
145,177,-0.290
146,177,-0.340
147,177,-0.330
148,177,1.600
149,177,0.770
150,177,-0.190
151,177,1.830
152,177,0.760
153,177,-0.300
154,177,1.730
155,177,-0.210
156,177,-0.190
157,177,3.720
158,177,-0.240
159,177,3.830
160,177,-0.230
161,177,1.820
162,177,-0.280
163,177,-0.280
164,177,1.880
165,177,-0.300
166,177,-0.280
167,177,-0.290
168,177,1.750
169,177,3.750
170,177,-0.260
171,177,-0.190
172,177,-0.230
173,177,0.810
174,177,-0.160
175,177,1.740
176,177,-0.230
177,177,-0.270
178,177,-0.220
179,177,-0.190
180,177,-0.180
125,178,1.840
126,178,-0.280
127,178,-0.200
128,178,0.660
129,178,0.710
130,178,-0.160
131,178,-0.220
132,178,0.690
133,178,0.780
134,178,-1.190
135,178,5.810
136,178,-0.240
137,178,-0.210
138,178,-0.280
139,178,-0.170
140,178,1.720
141,178,-0.120
142,178,-0.380
143,178,0.900
144,178,-0.400
145,178,-0.230
146,178,0.850
147,178,-0.220
148,178,-0.100
149,178,0.750
150,178,1.690
151,178,-0.310
152,178,0.840
153,178,-0.250
154,178,1.810
155,178,-0.260
156,178,-0.270
157,178,1.780
158,178,1.670
159,178,3.880
160,178,9.660
161,178,0.700
162,178,-0.270
163,178,1.680
164,178,0.870
165,178,0.790
166,178,1.770
167,178,-0.340
168,178,-0.360
169,178,-0.180
170,178,0.710
171,178,1.660
172,178,0.800
173,178,0.760
174,178,0.790
175,178,0.690
176,178,-0.250
177,178,1.800
178,178,-0.300
179,178,1.910
180,178,1.730
181,178,-0.230
182,178,-0.220
183,178,-0.280
184,178,0.700
124,179,-0.280
125,179,0.710
126,179,-0.440
127,179,-0.180
128,179,-0.170
129,179,0.740
130,179,-0.200
131,179,-0.200
132,179,-0.290
133,179,-0.110
134,179,-0.300
135,179,-0.200
136,179,-0.260
137,179,-0.240
138,179,-0.370
139,179,0.640
140,179,-0.370
141,179,-0.190
142,179,-0.310
143,179,-0.190
144,179,-0.200
145,179,-0.250
146,179,3.730
147,179,-0.230
148,179,-0.230
149,179,0.620
150,179,-0.260
151,179,-0.350
152,179,0.740
153,179,0.700
154,179,4.770
155,179,1.700
156,179,-0.230
157,179,8.730
158,179,2.760
159,179,1.830
160,179,-0.110
161,179,-0.270
162,179,0.830
163,179,4.700
164,179,0.640
165,179,-0.300
166,179,1.780
167,179,5.840
168,179,0.740
169,179,1.840
170,179,-0.420
171,179,1.760
172,179,1.630
173,179,0.800
174,179,0.810
175,179,-0.230
176,179,0.720
177,179,-0.290
178,179,0.760
179,179,2.870
180,179,-0.320
181,179,1.800
182,179,-0.240
183,179,-0.270
184,179,-0.190
185,179,1.690
186,179,-0.490
187,179,0.610
188,179,-0.320
189,179,-0.140
124,180,-0.190
125,180,-0.350
126,180,-0.140
127,180,-0.330
128,180,-0.400
129,180,-0.370
130,180,-0.240
131,180,0.750
132,180,-0.260
133,180,-0.270
134,180,-0.290
135,180,-0.400
136,180,-0.230
137,180,-0.190
138,180,-0.300
139,180,2.750
140,180,0.740
141,180,0.660
142,180,-0.220
143,180,-0.380
144,180,-0.250
145,180,-0.400
146,180,-0.250
147,180,-0.310
148,180,1.650
149,180,-0.270
150,180,-0.190
151,180,-0.450
152,180,-0.160
153,180,-0.290
154,180,4.820
155,180,1.800
156,180,3.770
157,180,0.740
158,180,13.870
159,180,3.800
160,180,6.670
161,180,2.730
162,180,-0.110
163,180,2.870
164,180,1.780
165,180,-0.310
166,180,1.740
167,180,1.820
168,180,1.820
169,180,3.580
170,180,0.750
171,180,3.770
172,180,1.720
173,180,-0.160
174,180,4.720
175,180,0.800
176,180,2.750
177,180,-0.220
178,180,-0.220
179,180,2.780
180,180,-0.120
181,180,0.810
182,180,0.710
183,180,1.690
184,180,-0.160
185,180,-0.260
186,180,0.700
187,180,-0.390
188,180,-0.180
189,180,-0.300
190,180,-0.370
191,180,-0.210
192,180,0.780
193,180,-0.290
124,181,-0.100
125,181,-0.150
126,181,0.770
127,181,0.740
128,181,-0.250
129,181,-0.280
130,181,-0.190
131,181,-0.440
132,181,-0.250
133,181,1.750
134,181,-0.210
135,181,1.760
136,181,-0.420
137,181,-0.220
138,181,-0.250
139,181,-0.270
140,181,-0.340
141,181,0.730
142,181,-0.370
143,181,-0.320
144,181,-0.320
145,181,-0.310
146,181,-0.130
147,181,1.760
148,181,-0.330
149,181,-0.280
150,181,-0.200
151,181,-0.220
152,181,5.760
153,181,1.590
154,181,0.640
155,181,1.740
156,181,3.740
157,181,11.790
158,181,3.800
159,181,3.800
160,181,5.670
161,181,14.760
162,181,3.640
163,181,2.710
164,181,0.850
165,181,5.680
166,181,3.700
167,181,2.790
168,181,0.770
169,181,-0.180
170,181,2.790
171,181,1.630
172,181,-0.320
173,181,3.730
174,181,1.790
175,181,-0.200
176,181,3.800
177,181,0.720
178,181,-0.320
179,181,0.680
180,181,-0.210
181,181,3.710
182,181,3.700
183,181,-0.200
184,181,-0.280
185,181,-0.290
186,181,1.650
187,181,-0.360
188,181,-0.300
189,181,-0.270
190,181,1.730
191,181,-0.250
192,181,-0.140
193,181,-0.230
194,181,-0.300
195,181,-0.310
196,181,-0.120
197,181,-0.090
198,181,-0.160
124,182,-0.300
125,182,-0.250
126,182,-0.220
127,182,-0.200
128,182,0.790
129,182,-0.190
130,182,-0.180
131,182,-0.240
132,182,0.770
133,182,-0.330
134,182,0.760
135,182,-0.350
136,182,-0.220
137,182,0.680
138,182,-0.290
139,182,-0.220
140,182,0.680
141,182,-0.230
142,182,-0.200
143,182,-0.160
144,182,0.730
145,182,-0.300
146,182,-0.300
147,182,3.910
148,182,-0.210
149,182,-0.180
150,182,-0.310
151,182,0.750
152,182,0.750
153,182,1.840
154,182,2.720
155,182,13.820
156,182,2.690
157,182,9.830
158,182,10.790
159,182,8.800
160,182,6.740
161,182,7.670
162,182,4.610
163,182,0.780
164,182,4.570
165,182,3.800
166,182,3.820
167,182,3.730
168,182,0.820
169,182,4.790
170,182,1.770
171,182,3.710
172,182,4.710
173,182,0.670
174,182,1.800
175,182,0.910
176,182,1.870
177,182,2.750
178,182,2.760
179,182,0.820
180,182,-0.350
181,182,3.770
182,182,-0.210
183,182,-0.260
184,182,-0.360
185,182,-0.210
186,182,0.850
187,182,-0.160
188,182,-0.250
189,182,-0.320
190,182,-0.230
191,182,1.890
192,182,-0.200
193,182,-0.130
194,182,-0.180
195,182,-0.260
196,182,1.720
197,182,-0.240
198,182,-0.310
199,182,-0.290
200,182,2.730
201,182,-0.210
202,182,-0.290
123,183,-0.220
124,183,0.870
125,183,-0.340
126,183,-0.180
127,183,2.690
128,183,-0.140
129,183,-0.270
130,183,-0.170
131,183,-0.220
132,183,-0.290
133,183,-0.300
134,183,-0.330
135,183,-0.210
136,183,-0.170
137,183,1.630
138,183,-0.210
139,183,-0.250
140,183,-0.310
141,183,-0.240
142,183,-0.230
143,183,-0.200
144,183,-0.260
145,183,-0.300
146,183,-0.250
147,183,-0.250
148,183,0.770
149,183,0.730
150,183,1.760
151,183,1.740
152,183,-0.260
153,183,-0.150
154,183,1.810
155,183,11.740
156,183,13.820
157,183,6.870
158,183,9.780
159,183,12.590
160,183,10.640
161,183,13.910
162,183,10.820
163,183,9.890
164,183,5.650
165,183,5.790
166,183,7.850
167,183,4.730
168,183,3.740
