X,Y,Value
136,86,-0.310
137,86,-0.170
138,86,-0.170
136,87,-0.210
137,87,-0.290
138,87,-0.170
139,87,-0.130
140,87,-0.330
141,87,2.800
142,87,-0.210
135,88,-0.200
136,88,-0.140
137,88,-0.150
138,88,-0.140
139,88,-0.180
140,88,-0.250
141,88,-0.210
142,88,0.810
143,88,-0.320
144,88,-0.140
145,88,-0.180
135,89,-0.260
136,89,-0.220
137,89,-0.200
138,89,-0.130
139,89,-0.190
140,89,-0.220
141,89,2.840
142,89,-0.200
143,89,-0.200
144,89,-0.170
145,89,-0.200
146,89,-0.090
147,89,-0.300
148,89,-0.110
135,90,-0.240
136,90,-0.150
137,90,-0.210
138,90,-0.130
139,90,-0.200
140,90,0.740
141,90,-0.190
142,90,-0.170
143,90,-0.120
144,90,-0.220
145,90,-0.240
146,90,0.670
147,90,-0.150
148,90,-0.150
149,90,-0.230
150,90,-0.210
151,90,0.900
152,90,-0.130
135,91,-0.050
136,91,-0.120
137,91,-0.330
138,91,-0.310
139,91,0.740
140,91,-0.240
141,91,0.750
142,91,-0.130
143,91,-0.200
144,91,-0.280
145,91,1.850
146,91,-0.230
147,91,-0.220
148,91,-0.200
149,91,-0.220
150,91,-0.110
151,91,-0.180
152,91,-0.160
153,91,-0.230
154,91,-0.180
155,91,-0.100
134,92,-0.190
135,92,-0.340
136,92,-0.120
137,92,-0.140
138,92,-0.210
139,92,-0.190
140,92,-0.430
141,92,-0.320
142,92,-0.180
143,92,-0.170
144,92,-0.070
145,92,-0.190
146,92,-0.230
147,92,-0.200
148,92,-0.170
149,92,2.600
150,92,-0.140
151,92,-0.120
152,92,-0.200
153,92,-0.080
154,92,-0.070
155,92,-0.200
156,92,0.810
157,92,-0.120
158,92,-0.200
134,93,-0.140
135,93,-0.360
136,93,-0.260
137,93,-0.120
138,93,-0.180
139,93,-0.130
140,93,-0.060
141,93,-0.240
142,93,-0.120
143,93,-0.260
144,93,-0.340
145,93,-0.150
146,93,-0.170
147,93,-0.090
148,93,-0.240
149,93,-0.140
150,93,0.730
151,93,0.870
152,93,-0.140
153,93,-0.140
154,93,-0.190
155,93,1.880
156,93,-0.170
157,93,-1.220
158,93,1.840
159,93,-0.170
160,93,-0.200
161,93,-0.110
134,94,-0.120
135,94,-0.200
136,94,-0.240
137,94,-0.330
138,94,-0.130
139,94,0.830
140,94,-0.130
141,94,0.840
142,94,-0.150
143,94,-0.140
144,94,0.820
145,94,-0.250
146,94,-0.250
147,94,-0.140
