X,Y,Value
137,111,-0.210
138,111,-0.280
139,111,-0.160
137,112,-0.330
138,112,-0.230
139,112,-0.210
140,112,-0.250
141,112,-0.250
142,112,-0.190
143,112,-0.280
144,112,-0.240
145,112,-0.250
146,112,-0.300
147,112,-0.210
148,112,-0.320
149,112,-0.270
150,112,0.900
151,112,-0.130
152,112,-0.200
153,112,-0.130
154,112,0.730
155,112,-0.150
156,112,-0.190
157,112,-0.260
158,112,-0.110
159,112,1.810
160,112,-0.220
161,112,-0.230
137,113,0.700
138,113,-0.220
139,113,-0.180
140,113,-0.230
141,113,-0.300
142,113,-0.100
143,113,1.800
144,113,-0.170
145,113,-0.100
146,113,-0.150
147,113,-0.410
148,113,-0.110
149,113,-0.150
150,113,0.740
151,113,-0.140
152,113,-0.250
153,113,0.710
154,113,-0.260
155,113,0.910
156,113,-0.200
157,113,0.790
158,113,-0.200
159,113,0.700
160,113,-0.140
161,113,0.670
162,113,-0.260
163,113,0.870
164,113,1.720
165,113,-0.180
166,113,-0.270
167,113,1.680
168,113,2.880
169,113,-0.360
170,113,4.760
171,113,2.830
172,113,-0.160
173,113,-0.120
174,113,3.900
175,113,1.860
176,113,-0.240
177,113,-0.370
178,113,-0.150
179,113,-0.170
180,113,-0.280
181,113,-0.230
182,113,-0.160
183,113,-0.100
137,114,-0.230
138,114,-0.130
139,114,-0.230
140,114,-0.280
141,114,-0.320
142,114,-0.200
143,114,-0.270
144,114,-0.240
145,114,-0.260
146,114,-0.170
147,114,0.870
148,114,-0.130
149,114,0.820
150,114,-0.250
151,114,-0.220
152,114,0.830
153,114,-0.290
154,114,0.790
155,114,0.790
156,114,2.820
157,114,0.760
158,114,1.760
159,114,-0.200
160,114,1.960
161,114,0.830
162,114,2.710
163,114,0.830
164,114,-0.180
165,114,-0.220
166,114,3.790
167,114,0.830
168,114,-0.150
169,114,-0.170
170,114,0.920
171,114,-0.120
172,114,-0.270
173,114,-0.270
174,114,0.910
175,114,-0.310
176,114,1.920
177,114,-0.190
178,114,-0.320
179,114,-0.150
180,114,-0.140
181,114,-0.240
182,114,4.910
183,114,0.690
184,114,-0.080
185,114,-0.270
186,114,-0.220
187,114,0.750
188,114,-0.150
189,114,-0.280
190,114,-0.260
191,114,-0.140
192,114,1.630
193,114,2.770
194,114,-0.270
195,114,-0.310
196,114,-0.240
137,115,-0.260
138,115,-0.190
139,115,-0.170
140,115,-0.310
141,115,-0.180
142,115,-0.280
143,115,-0.240
144,115,-0.210
145,115,-0.150
146,115,-0.210
147,115,-0.170
148,115,-0.200
149,115,-0.220
150,115,-0.090
151,115,-0.210
152,115,-0.220
153,115,-0.190
154,115,0.830
155,115,-0.310
156,115,-0.210
157,115,-0.230
158,115,0.860
159,115,0.870
160,115,2.760
161,115,-0.140
162,115,0.690
163,115,4.680
164,115,0.830
165,115,-0.310
166,115,3.800
167,115,2.770
168,115,0.680
169,115,1.870
170,115,3.820
171,115,-0.090
172,115,0.800
173,115,-0.250
174,115,0.730
175,115,-0.250
176,115,-0.220
177,115,-0.240
178,115,1.870
179,115,-0.270
180,115,0.800
181,115,-0.280
182,115,3.790
183,115,-0.100
184,115,-0.130
185,115,-0.160
186,115,1.850
187,115,-0.200
188,115,-0.200
189,115,-0.280
190,115,-0.160
191,115,-0.400
192,115,0.720
193,115,-0.160
194,115,-0.380
195,115,-0.290
196,115,2.710
137,116,-0.210
138,116,-0.100
139,116,-0.180
140,116,0.830
141,116,-0.250
142,116,-0.220
143,116,-0.260
144,116,-1.120
145,116,0.760
146,116,-0.130
147,116,-1.180
148,116,-0.140
149,116,1.810
150,116,-0.180
151,116,1.850
152,116,-0.160
153,116,2.830
154,116,-0.190
155,116,1.800
156,116,-0.300
157,116,2.840
158,116,-0.160
159,116,0.820
160,116,1.780
161,116,-0.250
162,116,5.750
163,116,6.840
164,116,2.760
165,116,1.810
166,116,-0.190
167,116,0.760
168,116,-0.160
169,116,0.820
170,116,2.760
