X,Y,Value
150,106,0.830
151,106,-0.300
152,106,-0.200
150,107,-0.170
151,107,-0.170
152,107,-0.140
153,107,-0.310
154,107,1.800
155,107,1.880
156,107,0.790
150,108,-0.170
151,108,0.780
152,108,-0.240
153,108,0.890
154,108,-0.130
155,108,3.740
156,108,-0.270
157,108,-0.340
158,108,-0.260
159,108,-0.190
160,108,-0.140
161,108,2.720
149,109,-0.250
150,109,-0.260
151,109,-0.140
152,109,0.810
153,109,-0.090
154,109,-0.210
155,109,-0.180
156,109,0.760
157,109,3.750
158,109,-0.260
159,109,-0.190
160,109,6.890
161,109,-0.140
162,109,-0.280
163,109,0.670
164,109,-0.270
165,109,-0.160
149,110,-0.250
150,110,-0.270
151,110,-0.130
152,110,-0.170
153,110,-0.180
154,110,-0.380
155,110,-0.120
156,110,0.790
157,110,-0.170
158,110,-0.230
159,110,-0.200
160,110,0.730
161,110,0.760
162,110,-0.140
163,110,-0.240
164,110,-0.240
165,110,1.860
166,110,-0.170
167,110,-0.210
168,110,-0.260
169,110,-0.210
149,111,-0.210
150,111,-0.240
151,111,1.940
152,111,-0.110
153,111,-0.230
154,111,-0.230
155,111,-0.140
156,111,-0.170
157,111,-0.080
158,111,-0.250
159,111,0.870
160,111,0.740
161,111,-0.250
162,111,0.720
163,111,-0.140
164,111,-0.190
165,111,-0.220
166,111,0.740
167,111,-0.200
168,111,0.860
169,111,-0.140
170,111,-0.130
171,111,-0.210
172,111,-0.260
173,111,-1.400
174,111,0.970
149,112,-0.270
150,112,-0.100
151,112,-0.130
152,112,-0.200
153,112,-0.130
154,112,1.730
155,112,-0.150
156,112,-0.190
157,112,-0.260
158,112,-0.110
159,112,4.810
160,112,-0.220
161,112,-0.230
162,112,0.710
163,112,-0.130
164,112,-0.270
165,112,-0.130
166,112,-0.410
167,112,-0.310
168,112,-0.260
169,112,0.860
170,112,-0.300
171,112,1.860
172,112,-0.170
173,112,-0.180
174,112,2.770
175,112,-0.200
176,112,-0.150
177,112,-0.280
178,112,-0.260
149,113,-0.150
150,113,-0.260
151,113,-0.140
152,113,-0.250
153,113,-0.290
154,113,-0.260
155,113,-0.090
156,113,-0.200
157,113,-0.210
158,113,2.800
159,113,-0.300
160,113,-1.140
161,113,-0.330
162,113,-0.260
163,113,-0.130
164,113,1.720
165,113,4.820
166,113,0.730
167,113,0.680
168,113,-0.120
169,113,-0.360
170,113,-0.240
171,113,0.830
172,113,-0.160
173,113,2.880
174,113,-0.100
175,113,0.860
176,113,3.760
177,113,-0.370
178,113,-0.150
179,113,1.830
180,113,-0.280
181,113,1.770
182,113,1.840
148,114,-0.130
149,114,-0.180
150,114,-0.250
151,114,-0.220
152,114,-0.170
153,114,-0.290
154,114,-0.210
155,114,-0.210
156,114,0.820
157,114,-0.240
158,114,-0.240
159,114,-0.200
160,114,-0.040
161,114,0.830
162,114,-0.290
163,114,2.830
164,114,6.820
