X,Y,Value
134,107,-0.300
135,107,-0.110
136,107,-0.060
137,107,-0.150
138,107,-0.150
139,107,0.750
134,108,-0.220
135,108,-0.280
136,108,0.900
137,108,-0.170
138,108,-0.320
139,108,-0.170
140,108,-0.280
141,108,-0.180
142,108,-0.200
143,108,-0.130
144,108,-0.190
145,108,-0.140
146,108,-0.260
147,108,1.800
134,109,-0.240
135,109,-0.200
136,109,-0.280
137,109,0.870
138,109,-0.250
139,109,-0.250
140,109,-0.060
141,109,-0.290
142,109,-0.190
143,109,2.830
144,109,-0.240
145,109,-0.170
146,109,0.880
147,109,-0.360
148,109,1.730
149,109,-0.250
150,109,-0.260
151,109,0.860
152,109,-0.190
153,109,-0.090
154,109,-0.210
155,109,-0.180
156,109,1.760
134,110,-0.300
135,110,1.660
136,110,0.810
137,110,-0.190
138,110,-0.390
139,110,0.860
140,110,-0.250
141,110,-0.250
142,110,-0.220
143,110,-0.120
144,110,1.710
145,110,1.660
146,110,-0.200
147,110,1.820
148,110,-0.330
149,110,-0.250
150,110,-0.270
151,110,-0.130
152,110,-0.170
153,110,-0.180
154,110,-0.380
155,110,-0.120
156,110,3.790
157,110,-0.170
158,110,-0.230
159,110,-0.200
160,110,3.730
161,110,-0.240
162,110,-0.140
163,110,-0.240
164,110,-0.240
165,110,0.860
133,111,-0.190
134,111,-0.220
135,111,-0.270
136,111,-0.210
137,111,1.790
138,111,0.720
139,111,-0.160
140,111,-0.230
141,111,-0.130
142,111,-0.120
143,111,-0.220
144,111,-0.250
145,111,-0.240
146,111,-0.200
147,111,0.650
148,111,-0.200
149,111,1.790
150,111,-0.240
151,111,0.940
152,111,-0.110
153,111,-0.230
154,111,0.770
155,111,1.860
156,111,2.830
157,111,0.920
158,111,-0.250
159,111,0.870
160,111,-0.260
161,111,3.750
162,111,0.720
163,111,-0.140
164,111,-0.190
165,111,-0.220
166,111,-0.260
167,111,0.800
168,111,-0.140
169,111,0.860
170,111,-0.130
171,111,0.790
172,111,-0.260
173,111,-0.400
174,111,-0.030
133,112,-0.260
134,112,-0.340
135,112,-0.200
136,112,-0.160
137,112,-0.330
138,112,-0.230
139,112,-0.210
140,112,-0.250
141,112,-0.250
142,112,-0.190
143,112,-0.280
144,112,-0.240
145,112,0.750
146,112,1.700
147,112,-0.210
148,112,0.680
149,112,-0.270
150,112,-0.100
151,112,-0.130
152,112,-0.200
153,112,-0.130
154,112,-0.270
155,112,0.850
156,112,-0.190
157,112,-0.260
158,112,0.890
159,112,-0.190
160,112,1.780
161,112,1.770
162,112,0.710
163,112,1.870
164,112,0.730
165,112,2.870
166,112,0.590
167,112,2.690
168,112,-0.260
169,112,1.860
170,112,-0.300
171,112,0.860
172,112,4.830
173,112,0.820
174,112,-0.230
175,112,0.800
176,112,-0.150
177,112,-0.280
178,112,1.740
179,112,-0.240
180,112,-0.190
181,112,1.700
182,112,-0.270
133,113,-0.150
134,113,-0.210
135,113,0.860
136,113,-0.280
137,113,-0.300
138,113,-0.220
139,113,0.820
140,113,-0.230
141,113,-0.300
142,113,-0.100
143,113,-0.200
144,113,-0.170
145,113,-0.100
146,113,0.850
147,113,-0.410
148,113,1.890
149,113,-0.150
150,113,-0.260
151,113,-0.140
152,113,0.750
153,113,0.710
154,113,-0.260
155,113,0.910
156,113,4.800
157,113,7.790
158,113,-0.200
159,113,1.700
160,113,3.860
161,113,4.670
162,113,1.740
163,113,4.870
164,113,2.720
165,113,2.820
166,113,3.730
167,113,5.680
168,113,-0.120
169,113,4.640
170,113,2.760
171,113,-0.170
172,113,-0.160
173,113,-0.120
174,113,-0.100
175,113,0.860
176,113,2.760
177,113,0.630
178,113,1.850
179,113,5.830
180,113,2.720
181,113,5.770
182,113,0.840
183,113,-0.100
184,113,-0.270
185,113,-0.390
186,113,-0.180
187,113,1.840
188,113,1.810
189,113,-0.040
190,113,-0.170
191,113,0.880
133,114,-0.180
