X,Y,Value
183,43,0
184,43,0
185,43,1
186,43,2
187,43,7
188,43,-1
189,43,4
190,43,0
175,44,0
176,44,2
177,44,4
178,44,1
179,44,0
180,44,-1
181,44,1
182,44,0
183,44,0
184,44,1
185,44,1
186,44,0
187,44,0
188,44,5
189,44,1
190,44,0
167,45,3
168,45,3
169,45,0
170,45,1
171,45,0
172,45,1
173,45,-1
174,45,1
175,45,0
176,45,0
177,45,6
178,45,0
179,45,1
180,45,0
181,45,1
182,45,4
183,45,1
184,45,0
185,45,0
186,45,0
187,45,2
188,45,0
189,45,-1
190,45,1
191,45,0
158,46,0
159,46,0
160,46,4
161,46,0
162,46,1
163,46,3
164,46,0
165,46,1
166,46,6
167,46,0
168,46,0
169,46,3
170,46,4
171,46,2
172,46,0
173,46,0
174,46,0
175,46,3
176,46,1
177,46,1
178,46,3
179,46,3
180,46,1
181,46,2
182,46,0
183,46,3
184,46,2
185,46,3
186,46,0
187,46,2
188,46,0
189,46,0
190,46,0
191,46,0
150,47,5
151,47,2
152,47,3
153,47,1
154,47,1
155,47,0
156,47,1
157,47,1
158,47,1
159,47,0
160,47,1
161,47,3
162,47,0
163,47,1
164,47,2
165,47,0
166,47,1
167,47,4
168,47,2
169,47,0
170,47,1
171,47,3
172,47,0
173,47,0
174,47,0
175,47,0
176,47,2
177,47,1
178,47,0
179,47,0
180,47,1
181,47,2
182,47,1
183,47,0
184,47,5
185,47,0
186,47,0
187,47,3
188,47,2
189,47,0
190,47,1
191,47,0
142,48,0
143,48,0
144,48,2
145,48,0
146,48,1
147,48,0
148,48,0
149,48,2
150,48,2
151,48,3
152,48,1
153,48,4
154,48,0
155,48,3
156,48,0
157,48,8
158,48,0
159,48,2
160,48,5
161,48,1
162,48,3
163,48,0
164,48,8
165,48,0
166,48,1
167,48,1
168,48,1
169,48,1
170,48,2
171,48,1
172,48,1
173,48,6
174,48,1
175,48,0
176,48,5
177,48,0
178,48,1
179,48,0
180,48,2
181,48,2
182,48,8
183,48,3
184,48,3
185,48,3
186,48,0
187,48,0
188,48,3
189,48,1
190,48,0
191,48,0
133,49,0
134,49,1
135,49,3
136,49,0
137,49,0
138,49,0
139,49,2
140,49,1
141,49,0
142,49,2
143,49,0
144,49,1
145,49,2
146,49,8
147,49,0
148,49,2
149,49,1
150,49,3
151,49,0
152,49,1
153,49,1
154,49,0
155,49,2
156,49,2
157,49,3
158,49,1
159,49,4
160,49,0
161,49,4
162,49,7
163,49,1
164,49,3
165,49,1
166,49,0
167,49,0
168,49,1
169,49,4
170,49,2
171,49,2
172,49,5
173,49,0
174,49,1
175,49,4
176,49,5
177,49,1
178,49,3
179,49,5
180,49,7
181,49,1
182,49,3
183,49,3
184,49,2
185,49,1
186,49,0
187,49,0
188,49,0
189,49,0
190,49,2
191,49,0
125,50,0
126,50,1
127,50,0
128,50,0
129,50,0
130,50,0
131,50,2
132,50,0
133,50,0
134,50,3
135,50,0
136,50,0
137,50,2
138,50,2
139,50,5
140,50,3
141,50,1
142,50,1
143,50,1
144,50,0
145,50,0
146,50,0
147,50,0
148,50,1
149,50,2
150,50,7
151,50,1
152,50,0
153,50,2
154,50,0
155,50,3
156,50,5
157,50,2
158,50,4
159,50,2
160,50,2
161,50,0
162,50,3
163,50,0
164,50,3
165,50,2
166,50,2
167,50,2
168,50,6
169,50,2
170,50,5
171,50,0
172,50,5
173,50,4
174,50,7
175,50,3
176,50,5
177,50,3
178,50,5
179,50,6
180,50,8
181,50,7
182,50,13
183,50,0
184,50,5
185,50,4
186,50,3
187,50,2
188,50,1
189,50,6
190,50,0
191,50,0
124,51,0
125,51,2
126,51,0
127,51,-1
128,51,1
129,51,0
130,51,0
131,51,1
132,51,0
133,51,0
134,51,-1
135,51,0
136,51,0
137,51,0
138,51,0
139,51,0
140,51,0
141,51,9
142,51,4
143,51,5
144,51,5
145,51,3
146,51,15
147,51,5
148,51,4
149,51,2
150,51,4
151,51,7
152,51,3
153,51,0
154,51,6
155,51,5
156,51,2
157,51,3
158,51,8
159,51,14
160,51,5
161,51,2
162,51,7
163,51,2
164,51,4
165,51,6
166,51,2
167,51,6
168,51,4
169,51,2
170,51,8
171,51,6
172,51,2
173,51,4
174,51,4
175,51,11
176,51,6
177,51,10
178,51,8
179,51,8
180,51,5
181,51,5
182,51,6
183,51,5
184,51,3
185,51,2
186,51,1
187,51,0
188,51,1
189,51,0
190,51,-1
191,51,1
124,52,0
125,52,0
126,52,0
127,52,0
128,52,0
129,52,-1
130,52,1
131,52,0
132,52,0
133,52,0
134,52,0
135,52,1
136,52,1
137,52,0
138,52,0
139,52,0
140,52,1
141,52,1
142,52,2
143,52,2
144,52,0
145,52,3
146,52,3
147,52,5
148,52,2
149,52,9
150,52,5
151,52,3
152,52,10
153,52,9
154,52,5
155,52,4
156,52,3
157,52,7
158,52,7
159,52,4
160,52,13
161,52,13
162,52,6
163,52,6
164,52,6
165,52,10
166,52,6
167,52,13
168,52,6
169,52,4
170,52,13
171,52,8
172,52,7
173,52,24
174,52,14
175,52,9
176,52,7
177,52,9
178,52,14
179,52,15
180,52,15
181,52,3
182,52,7
183,52,7
184,52,0
185,52,1
186,52,1
187,52,2
188,52,1
189,52,0
190,52,1
191,52,0
124,53,0
125,53,0
126,53,0
127,53,0
128,53,0
129,53,0
130,53,0
131,53,0
132,53,0
133,53,0
134,53,0
135,53,0
136,53,1
137,53,0
138,53,0
139,53,0
140,53,0
141,53,2
142,53,1
143,53,4
144,53,8
145,53,6
146,53,4
147,53,3
148,53,7
149,53,23
150,53,14
151,53,16
152,53,11
153,53,16
154,53,6
155,53,17
156,53,12
157,53,16
158,53,6
159,53,16
160,53,9
161,53,10
162,53,13
163,53,4
164,53,6
165,53,18
166,53,10
167,53,12
168,53,5
169,53,16
170,53,7
171,53,15
172,53,11
173,53,9
174,53,9
175,53,6
176,53,6
177,53,8
178,53,12
179,53,11
180,53,11
181,53,11
182,53,11
183,53,2
184,53,5
185,53,1
186,53,1
187,53,1
188,53,0
189,53,0
190,53,1
191,53,-1
124,54,1
125,54,2
126,54,0
127,54,0
128,54,3
129,54,0
130,54,0
131,54,0
132,54,0
133,54,1
134,54,0
135,54,0
136,54,1
137,54,-1
138,54,3
139,54,1
140,54,0
141,54,5
142,54,2
143,54,5
144,54,8
145,54,13
146,54,10
147,54,6
148,54,17
149,54,21
150,54,11
151,54,6
152,54,9
153,54,11
154,54,21
155,54,8
156,54,23
157,54,8
158,54,11
159,54,9
160,54,6
161,54,7
162,54,5
163,54,4
164,54,8
165,54,9
166,54,24
167,54,10
168,54,14
169,54,2
170,54,16
171,54,10
172,54,19
173,54,10
174,54,9
175,54,10
176,54,13
177,54,5
178,54,8
179,54,8
180,54,9
181,54,11
182,54,3
183,54,4
184,54,6
185,54,0
186,54,3
187,54,3
188,54,0
189,54,1
190,54,1
191,54,2
192,54,1
124,55,0
125,55,0
126,55,0
127,55,0
128,55,0
129,55,1
130,55,0
131,55,0
132,55,1
133,55,0
134,55,0
135,55,0
136,55,4
137,55,3
138,55,0
139,55,1
140,55,0
141,55,3
142,55,3
143,55,6
144,55,14
145,55,17
146,55,8
147,55,20
148,55,17
149,55,12
150,55,22
151,55,11
152,55,24
153,55,7
154,55,10
155,55,15
156,55,15
157,55,13
158,55,8
159,55,13
160,55,16
161,55,13
162,55,13
163,55,13
164,55,8
165,55,7
166,55,6
167,55,13
168,55,16
169,55,13
170,55,12
171,55,9
172,55,7
173,55,9
174,55,8
175,55,2
176,55,14
177,55,10
178,55,8
179,55,10
180,55,1
181,55,9
182,55,7
183,55,8
184,55,0
185,55,0
186,55,1
187,55,3
188,55,4
189,55,-1
190,55,1
191,55,0
192,55,1
124,56,2
125,56,0
126,56,0
127,56,0
128,56,0
129,56,0
130,56,0
131,56,0
132,56,0
133,56,5
134,56,0
135,56,0
136,56,0
137,56,1
138,56,0
139,56,0
140,56,6
141,56,2
142,56,0
143,56,15
144,56,11
145,56,19
146,56,8
147,56,10
148,56,15
149,56,14
150,56,16
151,56,19
152,56,20
153,56,16
154,56,7
155,56,5
156,56,14
157,56,7
158,56,13
159,56,11
160,56,8
161,56,14
162,56,9
163,56,21
164,56,11
165,56,8
166,56,14
167,56,8
168,56,4
169,56,3
170,56,9
171,56,7
172,56,7
173,56,7
174,56,3
175,56,9
176,56,5
177,56,8
178,56,4
179,56,5
180,56,1
181,56,2
182,56,3
183,56,3
184,56,5
185,56,4
186,56,3
187,56,0
188,56,1
189,56,1
190,56,0
191,56,0
192,56,0
125,57,0
126,57,0
127,57,0
128,57,0
129,57,0
130,57,0
131,57,0
132,57,0
133,57,3
134,57,0
135,57,4
136,57,0
137,57,0
138,57,2
139,57,2
140,57,0
141,57,6
142,57,2
143,57,1
144,57,5
145,57,13
146,57,12
147,57,9
148,57,32
149,57,14
150,57,14
151,57,10
152,57,19
153,57,13
154,57,12
155,57,12
156,57,6
157,57,8
158,57,12
159,57,3
160,57,8
161,57,7
162,57,9
163,57,4
164,57,11
165,57,12
166,57,17
167,57,5
168,57,7
169,57,5
170,57,3
171,57,10
