X,Y,Value
133,28,3
134,28,0
135,28,0
136,28,0
137,28,2
138,28,0
139,28,0
140,28,1
141,28,0
142,28,1
143,28,0
144,28,0
145,28,2
146,28,0
147,28,1
148,28,0
149,28,1
150,28,0
151,28,0
152,28,1
153,28,1
154,28,3
133,29,1
134,29,2
135,29,-1
136,29,0
137,29,0
138,29,0
139,29,0
140,29,1
141,29,1
142,29,2
143,29,0
144,29,0
145,29,0
146,29,0
147,29,1
148,29,2
149,29,0
150,29,6
151,29,0
152,29,0
153,29,2
154,29,2
155,29,1
156,29,1
157,29,2
158,29,3
159,29,1
160,29,6
161,29,0
162,29,0
163,29,1
164,29,2
165,29,3
166,29,1
167,29,1
168,29,2
169,29,1
170,29,2
171,29,2
172,29,5
173,29,0
174,29,2
175,29,0
176,29,3
177,29,2
178,29,0
179,29,2
180,29,0
181,29,0
182,29,1
183,29,0
133,30,0
134,30,0
135,30,0
136,30,0
137,30,1
138,30,1
139,30,-1
140,30,0
141,30,-1
142,30,0
143,30,0
144,30,3
145,30,0
146,30,1
147,30,0
148,30,0
149,30,0
150,30,2
151,30,1
152,30,0
153,30,9
154,30,1
155,30,2
156,30,1
157,30,3
158,30,5
159,30,3
160,30,2
161,30,3
162,30,5
163,30,5
164,30,3
165,30,2
166,30,5
167,30,0
168,30,4
169,30,1
170,30,0
171,30,3
172,30,4
173,30,-1
174,30,3
175,30,0
176,30,0
177,30,0
178,30,0
179,30,4
180,30,1
181,30,0
182,30,1
183,30,1
184,30,0
185,30,3
186,30,1
187,30,0
188,30,2
189,30,0
190,30,1
191,30,1
192,30,3
193,30,0
194,30,0
195,30,0
196,30,4
197,30,0
198,30,1
199,30,-1
200,30,1
201,30,0
133,31,0
134,31,0
135,31,0
136,31,0
137,31,0
138,31,1
139,31,0
140,31,0
141,31,0
142,31,1
143,31,0
144,31,2
145,31,0
146,31,0
147,31,0
148,31,1
149,31,0
150,31,1
151,31,3
152,31,3
153,31,3
154,31,3
155,31,3
156,31,5
157,31,1
158,31,2
159,31,0
160,31,3
161,31,5
162,31,3
163,31,3
164,31,4
165,31,6
166,31,6
167,31,6
168,31,1
169,31,1
170,31,0
171,31,0
172,31,2
173,31,1
174,31,2
175,31,0
176,31,1
177,31,2
178,31,2
179,31,1
180,31,0
181,31,0
182,31,1
183,31,1
184,31,5
185,31,1
186,31,0
187,31,0
188,31,2
189,31,2
190,31,0
191,31,-1
192,31,0
193,31,0
194,31,0
195,31,0
196,31,0
197,31,-1
198,31,1
199,31,0
200,31,0
201,31,0
133,32,2
134,32,0
135,32,-1
136,32,0
137,32,0
138,32,1
139,32,1
