X,Y
0.0,0.0
0.9950248756218906,0.0
1.9900497512437811,0.0
2.985074626865672,0.0
3.9800995024875623,0.0
4.975124378109453,0.0
5.970149253731344,0.0
6.965174129353234,0.0
7.960199004975125,0.0
8.955223880597016,0.0
9.950248756218906,0.0
10.945273631840797,0.0
11.940298507462687,0.0
12.935323383084578,0.0
13.930348258706468,0.0
14.925373134328359,0.0
15.92039800995025,0.0
16.91542288557214,0.0
17.910447761194032,0.0
18.905472636815922,0.0
19.900497512437813,0.0
20.895522388059703,0.0
21.890547263681594,0.0
22.885572139303484,0.0
23.880597014925375,0.0
24.875621890547265,0.0
25.870646766169155,0.0
26.865671641791046,0.0
27.860696517412936,0.0
28.855721393034827,0.0
29.850746268656717,0.0
30.845771144278608,0.0
31.8407960199005,0.0
32.83582089552239,0.0
33.83084577114428,0.0
34.82587064676617,0.0
35.820895522388064,0.0
36.81592039800995,0.0
37.810945273631845,0.0
38.80597014925373,0.0
39.800995024875625,0.0
40.79601990049751,0.0
41.791044776119406,0.0
42.78606965174129,0.0
43.78109452736319,0.0
44.776119402985074,0.0
45.77114427860697,0.0
46.766169154228855,0.0
47.76119402985075,0.0
48.756218905472636,0.0
49.75124378109453,0.0
50.74626865671642,0.0
51.74129353233831,0.0
52.7363184079602,0.0
53.73134328358209,0.0
54.72636815920398,0.0
55.72139303482587,0.0
56.71641791044776,0.0
57.711442786069654,0.0
58.70646766169154,0.0
59.701492537313435,0.0
60.69651741293532,0.0
61.691542288557216,0.0
62.6865671641791,0.0
63.681592039801,0.0
64.67661691542288,0.0
65.67164179104478,0.0
66.66666666666667,0.0
67.66169154228857,0.0
68.65671641791045,0.0
69.65174129353234,0.0
70.64676616915423,0.0
71.64179104477613,0.0
72.636815920398,0.0
73.6318407960199,0.0
74.6268656716418,0.0
75.62189054726369,0.0
76.61691542288557,0.0
77.61194029850746,0.0
78.60696517412936,0.0
79.60199004975125,0.0
80.59701492537313,0.0
81.59203980099502,0.0
82.58706467661692,0.0
83.58208955223881,0.0
84.57711442786069,0.0
85.57213930348259,0.0
86.56716417910448,0.0
87.56218905472637,0.0
88.55721393034825,0.0
89.55223880597015,0.0
90.54726368159204,0.0
91.54228855721394,0.0
92.53731343283582,0.0
93.53233830845771,0.0
94.5273631840796,0.0
95.5223880597015,0.0
96.51741293532339,0.0
97.51243781094527,0.0
98.50746268656717,0.0
99.50248756218906,0.0
100.49751243781095,0.0
101.49253731343283,0.0
102.48756218905473,0.0
103.48258706467662,0.0
104.47761194029852,0.0
105.4726368159204,0.0
106.46766169154229,0.0
107.46268656716418,0.0
108.45771144278608,0.0
109.45273631840796,0.0
110.44776119402985,0.0
111.44278606965175,0.0
112.43781094527364,0.0
113.43283582089552,0.0
114.42786069651741,0.0
115.42288557213931,0.0
116.4179104477612,0.0
117.41293532338308,0.0
118.40796019900498,0.0
119.40298507462687,0.0
120.39800995024876,0.0
121.39303482587064,0.0
122.38805970149254,0.0
123.38308457711443,0.0
124.37810945273633,0.0
125.3731343283582,0.0
126.3681592039801,0.0
127.363184079602,0.0
128.3582089552239,-0.00044689512209737436
129.35323383084577,-0.015056165533713143
130.34825870646767,-0.18886924515996342
131.34328358208955,-0.913800883664208
132.33830845771143,-1.8196214463595095
133.33333333333334,-1.6352965406023978
134.32835820895522,-0.4799753353757283
135.32338308457713,0.9174335125921269
136.318407960199,2.33548201614877
137.3134328358209,3.7541672783622744
138.3084577114428,5.172852540575775
139.30348258706468,6.591537802789283
140.29850746268656,8.010223065002812
141.29353233830847,9.42890832721636
142.28855721393035,10.847593589429902
143.28358208955225,12.266278851643435
144.27860696517413,13.684964113856964
145.273631840796,15.10364937607049
146.26865671641792,16.522334638284004
147.2636815920398,17.94101990049751
148.25870646766168,19.35970516271101
149.2537313432836,20.778390424924517
150.24875621890547,22.19334558449512
151.24378109452738,23.488316948301105
152.23880597014926,23.39569412137588
153.23383084577114,17.987121897844204
154.22885572139305,7.860172873252818
155.22388059701493,1.5423441054598048
156.2189054726368,0.12058699368165851
157.2139303482587,0.0035402391081516774
158.2089552238806,0.0
159.2039800995025,0.0
160.19900497512438,0.0
161.19402985074626,0.0
162.18905472636817,0.0
163.18407960199005,0.0
164.17910447761196,0.0
165.17412935323384,0.0
166.16915422885572,0.0
167.16417910447763,0.0
168.1592039800995,0.0
169.15422885572139,0.0
170.1492537313433,0.0
171.14427860696517,0.0
172.13930348258708,0.0
173.13432835820896,0.0
174.12935323383084,0.0
175.12437810945275,0.0
176.11940298507463,0.0
177.1144278606965,0.0
178.10945273631842,0.0
179.1044776119403,0.0
180.0995024875622,0.0
181.09452736318408,0.0
182.08955223880596,0.0
183.08457711442787,0.0
184.07960199004975,0.0
185.07462686567163,0.0
186.06965174129354,0.0
187.06467661691542,0.0
188.05970149253733,0.0
189.0547263681592,0.0
190.0497512437811,0.0
191.044776119403,0.0
192.03980099502488,0.0
193.03482587064678,0.0
194.02985074626866,0.0
195.02487562189054,0.0
196.01990049751245,0.0
197.01492537313433,0.0
198.0099502487562,0.0
199.00497512437812,0.0
200.0,0.0
