X,Y,Value
154,138,15
155,138,8
156,138,3
157,138,3
158,138,2
159,138,3
160,138,3
161,138,10
162,138,23
163,138,13
164,138,2
165,138,6
166,138,7
167,138,2
168,138,4
169,138,9
170,138,4
171,138,2
172,138,2
173,138,7
174,138,3
175,138,9
176,138,7
177,138,14
178,138,9
179,138,6
180,138,2
181,138,13
182,138,3
183,138,2
184,138,4
185,138,2
186,138,4
187,138,1
188,138,4
189,138,0
190,138,1
191,138,0
192,138,1
193,138,1
194,138,3
195,138,1
196,138,0
197,138,0
198,138,2
130,139,0
131,139,0
132,139,1
133,139,1
134,139,0
135,139,1
136,139,1
137,139,0
138,139,2
139,139,0
140,139,0
141,139,2
142,139,1
143,139,3
144,139,3
145,139,5
146,139,8
147,139,7
148,139,6
149,139,1
150,139,11
151,139,13
152,139,3
153,139,11
154,139,7
155,139,4
156,139,14
157,139,6
158,139,7
159,139,6
160,139,12
161,139,7
162,139,8
163,139,5
164,139,6
165,139,4
166,139,5
167,139,6
168,139,8
169,139,5
170,139,5
171,139,3
172,139,9
173,139,10
174,139,7
175,139,14
176,139,11
177,139,3
178,139,3
179,139,5
180,139,1
181,139,4
182,139,11
183,139,0
184,139,6
185,139,3
186,139,5
187,139,1
188,139,5
189,139,1
190,139,3
191,139,3
192,139,1
193,139,0
194,139,0
195,139,0
196,139,1
197,139,0
198,139,0
130,140,1
131,140,0
132,140,0
133,140,1
134,140,3
135,140,2
136,140,3
137,140,-1
138,140,2
139,140,1
140,140,2
141,140,5
142,140,2
143,140,4
144,140,1
145,140,6
146,140,8
147,140,2
148,140,6
149,140,7
150,140,11
151,140,22
152,140,18
153,140,18
154,140,12
155,140,19
156,140,9
157,140,13
158,140,18
159,140,12
160,140,13
161,140,16
162,140,11
163,140,14
164,140,11
165,140,21
166,140,15
167,140,9
168,140,11
169,140,13
170,140,20
171,140,11
172,140,8
173,140,3
174,140,4
175,140,17
176,140,15
177,140,12
178,140,14
179,140,12
180,140,5
181,140,7
182,140,9
183,140,5
184,140,12
185,140,7
186,140,1
187,140,6
188,140,4
189,140,2
190,140,1
191,140,3
192,140,1
193,140,1
194,140,1
195,140,0
196,140,1
197,140,0
198,140,1
130,141,2
131,141,1
132,141,0
133,141,1
134,141,0
135,141,1
136,141,0
137,141,0
138,141,0
139,141,0
140,141,1
141,141,6
142,141,0
143,141,0
144,141,5
145,141,9
146,141,11
147,141,3
148,141,3
149,141,33
150,141,29
151,141,25
152,141,29
153,141,27
154,141,35
155,141,20
156,141,18
157,141,37
158,141,15
159,141,10
160,141,23
161,141,13
162,141,21
163,141,18
164,141,24
165,141,33
166,141,23
167,141,11
168,141,5
169,141,10
170,141,12
171,141,13
172,141,14
173,141,13
174,141,8
175,141,15
176,141,23
177,141,24
178,141,19
179,141,28
180,141,29
181,141,12
182,141,10
183,141,8
184,141,4
185,141,2
186,141,2
187,141,2
188,141,4
189,141,1
190,141,3
191,141,2
192,141,4
193,141,5
194,141,1
195,141,2
196,141,-1
197,141,4
198,141,0
130,142,0
131,142,1
132,142,0
133,142,1
134,142,0
135,142,2
136,142,0
137,142,1
138,142,0
139,142,0
140,142,2
141,142,0
142,142,4
143,142,2
144,142,11
145,142,7
146,142,17
147,142,13
148,142,7
149,142,37
150,142,24
151,142,47
152,142,42
153,142,66
154,142,63
155,142,73
156,142,42
157,142,60
158,142,30
159,142,32
160,142,33
161,142,42
162,142,37
163,142,18
164,142,26
165,142,38
166,142,14
167,142,27
168,142,37
169,142,25
170,142,17
171,142,39
172,142,23
173,142,29
174,142,19
175,142,24
176,142,23
177,142,43
178,142,37
179,142,29
180,142,30
181,142,30
182,142,28
183,142,13
184,142,12
185,142,22
186,142,7
187,142,1
188,142,1
189,142,1
190,142,4
191,142,2
192,142,5
193,142,2
194,142,0
195,142,3
196,142,1
197,142,1
198,142,2
130,143,0
131,143,0
132,143,0
133,143,0
134,143,0
135,143,3
136,143,0
137,143,1
138,143,2
139,143,1
140,143,3
141,143,9
142,143,4
143,143,11
144,143,9
145,143,13
146,143,14
147,143,30
148,143,37
149,143,53
150,143,60
151,143,78
152,143,105
153,143,94
154,143,123
155,143,84
156,143,85
157,143,89
158,143,63
159,143,76
160,143,70
161,143,60
162,143,55
163,143,57
164,143,48
165,143,51
166,143,48
167,143,52
168,143,39
169,143,51
170,143,35
171,143,49
172,143,35
173,143,52
174,143,61
175,143,44
176,143,67
177,143,54
178,143,63
179,143,65
180,143,74
181,143,51
182,143,27
183,143,28
184,143,26
185,143,9
186,143,6
187,143,2
188,143,3
189,143,1
190,143,2
191,143,1
192,143,2
193,143,10
194,143,0
195,143,2
196,143,4
197,143,4
198,143,1
130,144,0
131,144,0
132,144,1
133,144,0
134,144,0
135,144,2
136,144,14
137,144,1
138,144,5
139,144,3
140,144,4
141,144,1
142,144,1
143,144,5
144,144,11
145,144,16
146,144,18
147,144,23
148,144,53
149,144,52
150,144,90
151,144,132
152,144,138
153,144,151
154,144,169
155,144,120
156,144,112
157,144,147
158,144,127
159,144,107
160,144,88
161,144,98
162,144,91
163,144,91
164,144,94
165,144,71
166,144,67
167,144,78
168,144,87
169,144,84
170,144,90
171,144,74
172,144,69
173,144,101
174,144,118
175,144,96
176,144,90
177,144,106
178,144,110
179,144,127
180,144,110
181,144,80
182,144,61
183,144,37
184,144,29
185,144,11
