X,Y,Value
88,111,-0.240
89,111,-0.150
90,111,-0.260
91,111,-0.270
92,111,-0.300
88,112,-0.190
89,112,-0.330
90,112,-0.210
91,112,-0.200
92,112,-0.220
93,112,-0.270
94,112,-0.360
95,112,-0.290
96,112,-0.140
97,112,-0.250
98,112,-0.410
99,112,-0.190
100,112,-0.190
101,112,1.790
102,112,-0.300
103,112,-0.350
104,112,-0.150
105,112,-0.190
106,112,-0.130
107,112,-0.250
108,112,-0.300
109,112,-0.150
110,112,-0.100
111,112,-0.270
112,112,-0.180
113,112,0.820
88,113,-0.180
89,113,-0.160
90,113,0.750
91,113,-0.120
92,113,-0.250
93,113,-0.300
94,113,-0.150
95,113,-0.220
96,113,0.820
97,113,-0.330
98,113,-0.230
99,113,0.720
100,113,0.850
101,113,-0.290
102,113,-0.470
103,113,-0.240
104,113,-0.290
105,113,-0.220
106,113,-0.170
107,113,-0.060
108,113,-0.290
109,113,-0.160
110,113,-0.120
111,113,-0.170
112,113,-0.270
113,113,-0.210
114,113,-0.200
115,113,-0.150
116,113,-0.220
117,113,-0.220
118,113,-0.270
119,113,-0.490
120,113,0.760
121,113,2.800
122,113,-0.340
123,113,-0.270
124,113,-0.190
125,113,4.770
126,113,-0.210
127,113,-0.230
128,113,1.890
129,113,-0.180
130,113,2.730
131,113,-0.110
132,113,1.780
133,113,0.850
134,113,1.790
88,114,-0.310
89,114,-0.180
90,114,-0.320
91,114,2.690
92,114,-0.210
93,114,-0.150
94,114,-0.500
95,114,-0.260
96,114,0.730
97,114,-0.270
98,114,-0.190
99,114,0.790
100,114,-0.390
101,114,-0.180
102,114,-0.250
103,114,-0.180
104,114,-0.210
105,114,-0.250
106,114,-0.330
107,114,-0.240
108,114,-0.150
109,114,-0.300
110,114,-0.230
111,114,-0.190
112,114,-0.260
113,114,-0.330
114,114,-0.250
115,114,-0.260
116,114,-0.280
117,114,-0.310
118,114,-0.270
119,114,-0.270
120,114,-0.370
121,114,-0.220
122,114,0.890
123,114,-0.200
124,114,-0.180
125,114,-0.210
126,114,-0.320
