X,Y,Value
122,152,-0.270
123,152,-0.160
124,152,1.740
125,152,-0.270
126,152,0.860
127,152,-0.230
128,152,-0.200
129,152,-0.330
130,152,1.920
131,152,-0.250
132,152,2.800
133,152,-0.150
134,152,-0.250
135,152,-0.200
136,152,-0.300
137,152,0.760
138,152,3.630
139,152,0.520
140,152,0.770
141,152,-0.180
142,152,-0.170
143,152,8.630
144,152,1.760
145,152,0.820
146,152,-0.200
147,152,3.730
148,152,-0.260
149,152,-0.120
150,152,-0.180
151,152,-0.290
152,152,-0.170
153,152,3.800
154,152,-0.180
155,152,-0.310
156,152,-0.180
157,152,-0.210
158,152,-0.310
159,152,-0.190
160,152,1.760
161,152,-0.150
162,152,4.800
163,152,-0.270
164,152,1.800
165,152,-0.360
166,152,1.810
167,152,-0.220
168,152,-0.240
169,152,0.510
170,152,-0.230
171,152,-0.210
172,152,-0.320
173,152,1.730
174,152,0.840
175,152,-0.160
176,152,-0.150
177,152,-0.230
178,152,-0.210
179,152,-0.140
180,152,-0.250
181,152,-0.120
182,152,1.890
183,152,-0.130
184,152,-0.240
185,152,-0.220
186,152,-0.250
187,152,-0.230
188,152,-0.170
189,152,-0.300
122,153,-0.190
123,153,-0.220
124,153,-0.190
125,153,-0.230
126,153,0.700
127,153,-0.230
128,153,-0.450
129,153,-0.190
130,153,0.760
131,153,0.740
132,153,-0.250
133,153,-0.370
134,153,-0.200
135,153,-0.360
136,153,-0.220
137,153,-0.090
138,153,2.730
139,153,-0.190
140,153,1.630
141,153,-0.220
142,153,-0.150
143,153,0.740
144,153,-0.230
145,153,2.830
146,153,0.720
147,153,1.740
148,153,-0.170
149,153,2.780
150,153,-0.220
151,153,-0.250
152,153,1.630
153,153,1.860
154,153,-0.230
155,153,-0.260
156,153,-0.170
157,153,-0.240
158,153,1.810
159,153,-0.240
160,153,2.840
161,153,-0.280
162,153,0.860
163,153,2.840
164,153,-0.290
165,153,0.910
166,153,-0.210
167,153,-0.220
168,153,1.860
169,153,-0.350
170,153,-0.160
171,153,1.840
172,153,-0.180
173,153,-0.290
174,153,0.700
175,153,2.840
176,153,-0.260
177,153,1.770
178,153,0.860
179,153,-0.270
180,153,-0.190
181,153,-0.120
182,153,1.860
183,153,-0.380
184,153,-0.300
185,153,-0.130
186,153,-0.220
187,153,-0.170
188,153,-0.290
189,153,-0.220
122,154,-0.220
123,154,-0.290
124,154,-0.430
125,154,-0.150
126,154,0.740
127,154,-0.140
128,154,-0.200
129,154,-0.180
130,154,0.680
131,154,-0.220
132,154,0.820
133,154,-0.340
134,154,-0.180
135,154,0.700
136,154,-0.270
137,154,-0.200
138,154,-0.200
139,154,-0.230
140,154,3.710
141,154,1.730
142,154,-0.220
143,154,-0.240
144,154,-0.190
145,154,0.820
146,154,1.770
147,154,1.780
148,154,-0.220
149,154,-0.300
150,154,0.910
151,154,2.870
152,154,1.760
153,154,-0.260
154,154,6.780
155,154,1.860
156,154,-0.270
157,154,0.770
158,154,1.700
159,154,-0.150
160,154,0.750
161,154,-0.180
162,154,-0.330
163,154,1.780
164,154,-0.220
165,154,1.840
166,154,1.780
167,154,3.780
168,154,5.810
169,154,0.930
170,154,-0.280
171,154,0.750
172,154,0.950
173,154,3.840
174,154,-0.170
175,154,-0.240
176,154,1.870
177,154,-0.300
178,154,2.630
179,154,1.900
180,154,-0.250
181,154,-0.220
182,154,-0.330
183,154,0.820
184,154,-0.260
185,154,0.800
186,154,-0.290
187,154,0.780
188,154,2.940
189,154,0.730
122,155,-0.260
123,155,-0.250
124,155,-0.210
125,155,-0.140
126,155,-0.320
127,155,-0.160
128,155,-0.120
129,155,-0.190
130,155,-0.170
131,155,0.780
132,155,-0.290
133,155,-0.200
134,155,-0.380
135,155,-0.300
136,155,0.840
137,155,-0.260
138,155,0.780
139,155,-0.300
140,155,-0.140
141,155,4.740
142,155,-0.460
143,155,-0.220
144,155,5.790
145,155,1.740
146,155,2.750
147,155,3.800
148,155,2.790
149,155,1.730
150,155,10.760
151,155,3.800
152,155,1.790
153,155,0.800
154,155,1.700
155,155,0.810
156,155,3.710
157,155,-0.130
158,155,3.740
159,155,-0.150
160,155,1.870
161,155,0.760
162,155,0.750
163,155,4.890
164,155,2.860
165,155,2.800
166,155,-0.220
167,155,0.840
168,155,3.720
169,155,1.770
170,155,0.800
171,155,-0.150
172,155,-0.240
173,155,-0.210
174,155,0.790
175,155,0.800
176,155,0.720
177,155,0.790
178,155,0.680
179,155,-0.230
180,155,1.790
181,155,1.880
182,155,-0.180
183,155,2.760
184,155,-0.200
185,155,-0.290
186,155,-0.120
187,155,-0.290
188,155,-0.210
189,155,-0.270
122,156,-0.130
123,156,-0.100
124,156,-0.260
125,156,1.800
126,156,1.720
127,156,-0.400
128,156,-0.190
129,156,-0.260
130,156,-0.300
131,156,0.810
132,156,-0.150
133,156,-0.310
134,156,-0.240
135,156,-0.140
136,156,0.830
137,156,2.700
138,156,3.750
139,156,0.770
140,156,1.720
141,156,-0.290
142,156,1.780
143,156,0.720
144,156,0.730
145,156,13.800
146,156,1.850
147,156,0.700
148,156,6.610
149,156,-0.220
150,156,0.830
151,156,1.840
152,156,-0.100
153,156,2.810
154,156,0.770
155,156,1.750
156,156,0.820
157,156,0.800
158,156,2.760
159,156,2.640
160,156,-0.320
